Artist,Listeners,Daily Trend,Peak,PkListeners
Bob Sinclar,"17,030,572","701,541",436,"17,742,161"
Fred again..,"16,963,104","533,501",397,"18,388,836"
Lauv,"16,952,393","590,430",257,"21,465,775"
Chino Pacas,"16,950,216","227,214",267,"21,601,531"
Neton Vega,"16,930,066","136,913",436,"17,111,453"
PinkPantheress,"16,910,971","471,983",60,"39,844,680"
PARTYNEXTDOOR,"16,850,607","497,464",268,"21,137,562"
Vishal Dadlani,"16,849,558","253,949",307,"19,035,408"
Becky Hill,"16,817,374","599,545",257,"20,058,164"
Lynyrd Skynyrd,"16,802,226","762,534",389,"17,985,151"
Maná,"16,774,020","675,277",334,"18,626,314"
Chayanne,"16,720,394","678,468",479,"16,720,394"
League of Legends,"16,712,516","553,993",232,"22,635,670"
WALK THE MOON,"16,708,836","733,131",410,"18,076,284"
Himesh Reshammiya,"16,659,370","240,197",436,"16,659,370"
A Boogie Wit da Hoodie,"16,641,963","366,045",213,"22,882,543"
Frank Sinatra,"16,639,140","856,569",34,"58,866,238"
Dei V,"16,624,372","390,097",436,"17,283,052"
Emilia,"16,601,941","532,740",337,"19,179,139"
Ana Castela,"16,552,982","2,150",324,"20,415,436"
Eladio Carrion,"16,541,548","434,169",156,"26,738,598"
Ofenbach,"16,536,764","561,839",392,"18,344,823"
NewJeans,"16,497,993","380,734",160,"26,786,050"
mgk,"16,465,162","478,242",409,"16,465,162"
Daya,"16,445,041","658,391",340,"20,492,260"
La Oreja de Van Gogh,"16,402,716","526,511",493,"16,402,716"
The Smiths,"16,395,780","617,837",455,"16,395,780"
Lil Peep,"16,387,357","488,004",387,"16,387,357"
Amaal Mallik,"16,306,041","259,814",472,"16,306,041"
BLACKPINK,"16,293,259","533,696",173,"25,116,235"
Dave,"16,284,323","469,153",135,"29,100,809"
The Strokes,"16,205,862","532,760",423,"17,607,267"
Jessie J,"16,199,780","745,278",317,"21,219,575"
Ella Henderson,"16,195,475","592,207",364,"17,142,204"
KALEO,"16,165,782","760,674",490,"16,258,893"
Isabel LaRosa,"16,151,051","534,250",323,"21,221,325"
Ñengo Flow,"16,142,345","478,198",207,"22,145,574"
T-Pain,"16,126,664","804,011",372,"18,873,052"
Evanescence,"16,079,511","600,640",482,"16,243,479"
Kehlani,"16,049,370","592,464",413,"17,316,303"
Asees Kaur,"16,035,940","312,287",420,"17,605,775"
Armin van Buuren,"16,033,459","531,182",440,"16,690,011"
Jonita Gandhi,"16,019,298","331,134",337,"18,322,100"
Madison Beer,"15,989,454","499,453",339,"19,836,973"
Burna Boy,"15,981,497","457,186",287,"20,364,950"
Chase Atlantic,"15,976,627","467,163",476,"16,006,588"
Gigi D'Agostino,"15,950,265","673,680",509,"15,950,265"
Milky Chance,"15,873,924","605,564",417,"16,426,763"
Limp Bizkit,"15,855,213","499,714",468,"16,080,133"
W&W,"15,855,022","497,460",440,"17,304,881"
HUGEL,"15,811,390","649,728",518,"15,811,390"
Neeti Mohan,"15,790,602","320,583",454,"16,085,831"
Eyedress,"15,783,090","604,278",399,"18,287,094"
Anu Malik,"15,779,084","193,505",493,"15,779,084"
Ricky Martin,"15,757,775","698,992",365,"15,898,287"
Weezer,"15,710,769","534,712",440,"17,152,581"
Black Sabbath,"15,702,093","666,828",465,"15,702,093"
Em Beihold,"15,694,726","511,159",135,"26,666,031"
Tulsi Kumar,"15,688,282","300,235",450,"15,872,256"
Tracy Chapman,"15,679,179","478,097",348,"19,175,912"
Sade,"15,635,123","604,426",528,"15,635,123"
Dimitri Vegas,"15,614,352","531,591",446,"17,182,026"
Milo j,"15,603,797","284,408",265,"21,285,336"
The Clash,"15,581,981","516,703",518,"15,902,630"
Zedd,"15,581,672","735,580",317,"16,864,646"
Rochak Kohli,"15,554,039","240,484",470,"16,290,451"
Camila,"15,548,411","450,187",530,"15,653,400"
Foreigner,"15,541,523","966,949",506,"15,541,523"
Sean Kingston,"15,500,881","618,274",381,"18,574,495"
John Newman,"15,473,262","706,161",537,"15,473,262"
Neha Kakkar,"15,448,145","322,322",397,"15,937,303"
YoungBoy Never Broke Again,"15,438,595","256,980",288,"19,051,130"
BigXthaPlug,"15,426,692","249,098",516,"15,472,209"
Bob Dylan,"15,422,384","683,980",541,"15,422,384"
Kylie Minogue,"15,415,092","892,429",233,"24,715,118"
Luan Pereira,"15,400,392","-41,883",488,"15,858,032"
Grupo Marca Registrada,"15,379,600","220,288",264,"22,007,861"
Simon & Garfunkel,"15,373,773","742,503",488,"16,424,922"
GIMS,"15,370,584","407,541",528,"15,500,721"
Jorja Smith,"15,337,562","398,128",469,"16,402,144"
Julión Álvarez y su Norteño Banda,"15,337,202","90,745",452,"16,925,289"
B Praak,"15,335,124","279,453",366,"19,588,169"
Ram Sampath,"15,299,241","412,995",472,"16,606,741"
TLC,"15,288,054","720,988",509,"15,641,703"
Kunaal Vermaa,"15,269,839","283,838",427,"15,996,936"
Aretha Franklin,"15,236,909","935,922",546,"15,236,909"
D-Block Europe,"15,226,772","459,193",227,"23,915,073"
Kungs,"15,171,332","552,369",401,"16,546,336"
Alec Benjamin,"15,156,924","1,425,847",251,"23,650,761"
Alessia Cara,"15,155,180","592,656",227,"25,204,710"
Javed Ali,"15,124,497","339,293",459,"15,362,364"
Amit Trivedi,"15,112,180","224,814",384,"15,112,180"
blackbear,"15,085,766","636,215",259,"19,962,853"
Raffaella Carrà,"15,081,549","467,459",296,"22,229,065"
Alejandro Fernández,"15,020,427","549,302",404,"16,078,925"
Little Mix,"14,966,436","561,560",287,"19,963,380"
Ms. Lauryn Hill,"14,912,871","534,344",486,"16,319,683"
Shania Twain,"14,890,178","579,888",352,"17,682,454"
Jason Mraz,"14,871,168","650,521",282,"21,336,382"
Armaan Malik,"14,870,418","280,253",381,"16,761,065"
Ice Cube,"14,870,039","563,121",325,"18,290,286"
Morat,"14,864,827","374,905",344,"16,460,184"
Piso 21,"14,858,639","528,623",303,"20,327,383"
girl in red,"14,856,621","567,385",304,"19,610,745"
KHEA,"14,803,244","397,680",458,"16,911,588"
Tove Lo,"14,799,024","584,955",321,"16,726,850"
Depeche Mode,"14,796,524","469,072",418,"16,717,329"
Muse,"14,788,331","557,607",480,"15,579,338"
Tony Dize,"14,779,964","582,043",481,"15,601,281"
Sexyy Red,"14,758,397","375,346",272,"21,452,937"
Gucci Mane,"14,731,870","612,259",401,"16,561,931"
Melanie Martinez,"14,724,609","375,339",257,"20,251,491"
benny blanco,"14,714,699","513,213",262,"23,177,471"
Gesaffelstein,"14,696,166","8,994",273,"18,995,025"
Sachet Tandon,"14,666,499","290,983",363,"17,257,983"
Tones And I,"14,659,944","535,054",416,"15,010,580"
Joel Corry,"14,653,173","631,354",301,"18,601,830"
Boney M.,"14,648,900","569,403",304,"21,706,513"
Bryant Myers,"14,640,295","497,764",341,"18,758,660"
Jeremih,"14,635,148","538,916",536,"15,135,531"
Henrique & Juliano,"14,544,249","-41,500",537,"14,627,250"
Dalex,"14,522,833","381,575",355,"18,038,673"
LUDMILLA,"14,506,029","269,052",327,"19,760,775"
Lukas Graham,"14,497,631","590,911",407,"18,243,782"
Los Enanitos Verdes,"14,481,189","546,200",543,"15,265,491"
Rudimental,"14,475,179","530,671",439,"17,290,320"
Michael Bublé,"14,435,475","709,157",13,"69,806,230"
Steve Aoki,"14,429,837","801,628",216,"21,606,912"
Purple Disco Machine,"14,408,886","521,534",451,"14,934,992"
Jack Johnson,"14,398,502","628,430",518,"15,485,519"
Bring Me The Horizon,"14,355,611","386,707",475,"15,125,559"
DJ Nelson,"14,352,419","558,686",453,"16,878,140"
SAIKO,"14,325,073","270,778",418,"16,442,141"
Blake Shelton,"14,314,648","1,688,987",329,"21,028,245"
Manan Bhardwaj,"14,309,572","357,870",247,"24,056,763"
Rahat Fateh Ali Khan,"14,277,753","231,326",479,"14,303,179"
Passenger,"14,247,769","844,626",422,"16,765,920"
Christina Perri,"14,222,119","580,001",424,"16,831,407"
Kapo,"14,203,687","778,785",606,"14,203,687"
MC Kevin o Chris,"14,202,565","295,032",317,"19,054,899"
24kGoldn,"14,179,282","718,495",393,"15,117,675"
Destiny's Child,"14,163,012","628,155",352,"20,157,027"
Santana,"14,158,408","611,092",344,"14,402,111"
Jasleen Royal,"14,145,201","321,409",298,"19,931,406"
Laufey,"14,125,123","360,289",202,"26,862,484"
Russ,"14,106,882","451,157",365,"17,041,050"
Jaxomy,"14,074,536","414,605",462,"16,960,632"
Kumaar,"14,071,085","402,390",316,"17,005,446"
MAGIC!,"14,000,545","677,519",549,"14,875,208"
Darell,"13,993,226","716,765",238,"22,214,709"
KISS,"13,993,135","560,068",475,"14,800,988"
Zendaya,"13,980,407","605,946",496,"14,154,770"
Electric Light Orchestra,"13,974,747","573,690",522,"14,986,263"
NATTI NATASHA,"13,960,395","536,192",331,"17,498,549"
Jax Jones,"13,954,370","576,524",354,"17,202,952"
Bakermat,"13,948,228","600,463",618,"13,973,037"
NF,"13,924,092","429,431",275,"19,447,227"
Paul McCartney,"13,878,827","578,971",79,"39,384,561"
Slipknot,"13,828,723","342,574",543,"14,134,458"
Hariharan,"13,826,447","174,270",538,"14,019,582"
Agatino Romero,"13,818,873","404,359",510,"16,015,046"
Yo Yo Honey Singh,"13,817,708","232,632",427,"15,996,095"
Lata Mangeshkar,"13,812,138","223,636",572,"13,812,138"
Manoj Muntashir,"13,801,345","375,108",598,"13,801,345"
Otis Redding,"13,769,812","354,183",468,"16,801,154"
Survivor,"13,764,116","776,956",633,"13,764,116"
Lyanno,"13,737,990","478,099",416,"15,200,027"
Brray,"13,733,384","519,927",405,"16,966,488"
Wham!,"13,718,860","809,235",13,"69,839,845"
Pearl Jam,"13,704,535","465,852",488,"15,656,385"
Paulo Londra,"13,694,215","349,508",401,"15,253,786"
Imanbek,"13,672,511","547,491",280,"18,669,813"
Calle 24,"13,663,974","306,931",347,"18,990,432"
Nio Garcia,"13,650,016","487,179",484,"13,791,945"
Lil Tjay,"13,648,318","410,720",268,"19,548,091"
Salim–Sulaiman,"13,626,045","425,823",582,"13,626,045"
Pablo Alborán,"13,613,225","461,478",519,"13,891,621"
Scorpions,"13,573,107","578,820",514,"13,696,833"
Tito Double P,"13,537,116","224,571",542,"14,770,276"
Yng Lvcas,"13,535,602","412,775",101,"32,431,402"
Like Mike,"13,529,943","453,482",519,"15,371,036"
The 1975,"13,517,384","461,285",341,"16,303,938"
Rag'n'Bone Man,"13,513,644","582,109",475,"16,109,002"
Niall Horan,"13,506,861","515,850",129,"27,578,996"
Devi Sri Prasad,"13,505,758","83,426",550,"14,747,871"
Benny Dayal,"13,469,701","417,236",522,"14,243,363"
cassö,"13,463,747","443,042",265,"21,787,952"
Bradley Cooper,"13,435,128","614,320",457,"14,204,859"
Jatin-Lalit,"13,429,556","314,275",588,"13,429,556"
Mustard,"13,388,310","327,738",477,"16,679,943"
Morad,"13,345,471","285,797",575,"14,075,005"
Zé Neto & Cristiano,"13,338,906","-77,159",584,"13,788,491"
DJ Luian,"13,323,280","467,785",293,"19,413,064"
iann dior,"13,308,785","677,297",438,"14,436,905"
Papa Roach,"13,278,032","458,196",611,"13,278,032"
Galantis,"13,268,166","496,978",338,"18,896,883"
Seeb,"13,268,142","590,228",603,"13,308,958"
MC PH,"13,264,287","-38,895",542,"14,958,523"
Mambo Kingz,"13,259,574","437,920",298,"19,318,210"
Flo Milli,"13,249,147","228,954",262,"22,109,344"
Taio Cruz,"13,248,044","545,246",520,"14,270,300"
Nicky Youre,"13,241,062","551,890",362,"16,422,807"
ERNEST,"13,236,147","632,455",670,"13,236,147"
Jungle,"13,230,618","481,045",544,"14,773,883"
Joan Sebastian,"13,227,544","276,311",641,"13,315,367"
Lenny Kravitz,"13,223,301","640,883",622,"13,533,309"
Gusttavo Lima,"13,212,606","85,885",508,"15,115,981"
Chance Peña,"13,205,505","484,088",564,"14,147,981"
Tyler Childers,"13,202,210","110,481",610,"13,302,962"
Kenia OS,"13,198,339","431,561",660,"13,198,339"
Eden Muñoz,"13,182,625","267,777",367,"17,438,441"
Men At Work,"13,169,601","515,323",620,"13,582,552"
SYML,"13,126,226","440,460",464,"14,726,953"
AURORA,"13,116,423","517,472",473,"13,395,015"
M83,"13,109,631","494,752",592,"13,109,631"
La Bouche,"13,108,189","489,800",666,"13,267,972"
Fergie,"13,086,787","571,307",562,"13,272,678"
The Game,"13,085,029","542,111",508,"13,935,195"
Kenya Grace,"13,046,520","400,408",107,"32,478,392"
Zion,"13,027,289","575,874",660,"13,027,289"
Montell Fish,"12,995,598","393,065",614,"13,396,073"
Irshad Kamil,"12,994,271","415,892",550,"15,018,915"
The Beach Boys,"12,985,045","532,849",161,"29,963,881"
INNA,"12,961,668","357,791",646,"13,405,922"
Bonnie Tyler,"12,957,956","633,864",611,"13,559,948"
Sukhwinder Singh,"12,952,999","448,079",600,"12,952,999"
X Ambassadors,"12,934,452","590,958",398,"14,934,403"
Key Glock,"12,882,250","335,965",444,"16,394,056"
Leon Bridges,"12,876,757","598,560",597,"13,761,494"
Jhené Aiko,"12,820,219","400,050",557,"13,720,267"
Van Halen,"12,813,656","571,630",485,"14,349,969"
Big One,"12,804,157","368,919",398,"16,419,449"
Matheus & Kauan,"12,792,239","-6,197",595,"13,447,514"
Bomba Estéreo,"12,786,847","514,131",290,"18,055,394"
Luan Santana,"12,760,595","24,709",479,"15,797,554"
dazy,"12,745,101","537,190",426,"14,690,270"
Noriel,"12,718,593","395,701",673,"12,792,516"
Rvfv,"12,710,855","260,288",670,"12,918,944"
Beach House,"12,702,464","494,949",521,"14,184,562"
Spice Girls,"12,692,133","765,963",591,"13,114,444"
Lewis Somes,"12,678,418","225,906",660,"13,277,154"
Gym Class Heroes,"12,677,356","581,117",441,"15,911,178"
The Mamas & The Papas,"12,673,035","478,499",628,"13,451,138"
Alejandro Sanz,"12,665,318","483,216",432,"14,395,340"
Three Days Grace,"12,648,749","418,065",695,"12,648,749"
Rex Orange County,"12,636,992","399,573",336,"16,098,724"
Alfredo Olivas,"12,619,413","56,707",582,"13,862,718"
Johnny Cash,"12,601,145","507,547",592,"13,497,909"
6LACK,"12,572,973","568,875",321,"16,978,376"
Gustavo Mioto,"12,556,593","47,098",616,"12,902,041"
S. P. Balasubrahmanyam,"12,550,872","123,408",594,"13,776,056"
James Bay,"12,487,208","394,372",571,"12,803,948"
Meek Mill,"12,481,572","371,267",393,"15,553,179"
Luísa Sonza,"12,430,479","114,160",456,"15,224,327"
Roxette,"12,400,502","589,833",700,"12,400,502"
Mc Don Juan,"12,393,991","79,983",421,"17,278,848"
Rammstein,"12,393,836","326,671",636,"12,831,661"
Shubh,"12,389,035","105,407",551,"13,540,727"
Rick Ross,"12,375,383","462,901",514,"15,272,290"
GloRilla,"12,362,170","240,136",653,"13,150,378"
The Doors,"12,348,845","490,921",584,"14,423,733"
Wisin,"12,337,680","473,478",405,"15,614,069"
Marília Mendonça,"12,331,456","32,892",398,"14,932,890"
Modern Talking,"12,329,491","507,855",731,"12,329,491"
Bakar,"12,317,832","431,499",461,"16,733,660"
Tammi Terrell,"12,267,239","622,595",445,"15,930,567"
KayBlack,"12,260,996","-17,384",674,"12,399,893"
Hans Zimmer,"12,257,790","470,751",562,"14,296,237"
Eric Clapton,"12,252,771","564,269",550,"12,876,177"
Sajid-Wajid,"12,227,004","328,268",735,"12,227,004"
OMI,"12,224,741","416,267",669,"13,042,332"
Sophie Ellis-Bextor,"12,219,783","482,918",226,"23,967,750"
Jorge & Mateus,"12,212,892","25,581",539,"12,783,254"
Jessie Murph,"12,210,028","347,089",734,"12,210,028"
3 Doors Down,"12,197,027","528,016",644,"12,718,245"
Brytiago,"12,190,002","336,330",556,"13,359,249"
Maren Morris,"12,152,857","551,127",432,"14,821,271"
Kate Bush,"12,140,567","459,642",424,"14,101,915"
The Fray,"12,123,313","449,539",636,"13,307,081"
Rosa Linn,"12,114,285","528,865",213,"22,368,082"
The Black Keys,"12,110,627","472,656",621,"13,313,966"
Vicente Fernández,"12,110,495","598,226",749,"12,110,495"
Beach Weather,"12,098,549","398,208",597,"13,538,779"
K. S. Chithra,"12,087,431","110,575",639,"12,087,431"
Moneybagg Yo,"12,082,920","227,087",543,"13,691,597"
Lizzo,"12,078,528","478,717",105,"30,100,497"
Guilherme & Benuto,"12,078,245","39,605",525,"14,877,807"
Ke Personajes,"12,069,808","346,263",595,"13,811,908"
NAV,"12,034,507","479,438",203,"24,009,796"
Seu Jorge,"12,033,654","281,080",553,"14,779,841"
Redbone,"11,998,197","517,320",679,"12,870,462"
Ángela Aguilar,"11,993,644","300,172",619,"13,090,032"
Stromae,"11,992,776","497,861",617,"12,501,744"
WILLOW,"11,991,143","439,756",360,"15,561,760"
The Smashing Pumpkins,"11,980,385","417,902",659,"11,980,385"
Chief Keef,"11,966,916","368,832",436,"15,873,183"
Mc Daniel,"11,966,810","110,658",615,"13,555,851"
Stray Kids,"11,962,073","226,919",728,"12,101,600"
Ben E. King,"11,958,492","523,396",538,"13,965,870"
Jaideep Sahni,"11,945,588","506,442",767,"11,945,588"
Sublime,"11,932,197","344,372",715,"12,352,613"
Jesse & Joy,"11,928,104","392,132",440,"15,999,739"
Shaan,"11,915,875","454,196",721,"11,915,875"
Arcane,"11,914,193","401,641",347,"16,018,371"
Regard,"11,885,682","465,287",594,"12,725,630"
Jess Glynne,"11,879,065","432,667",662,"13,087,012"
Roop Kumar Rathod,"11,873,927","522,558",774,"11,873,927"
Divya Kumar,"11,870,647","504,263",775,"11,870,647"
The Cardigans,"11,869,682","430,990",742,"12,089,705"
Jeet Gannguli,"11,857,373","304,455",718,"11,938,272"
Robbie Williams,"11,855,156","481,649",392,"18,700,740"
Los Tigres Del Norte,"11,843,899","420,779",728,"12,160,484"
Rae Sremmurd,"11,842,535","434,463",412,"15,144,345"
Tokischa,"11,831,581","293,813",394,"17,115,778"
Sting,"11,826,905","503,314",551,"13,399,492"
Louis Armstrong,"11,818,531","702,790",331,"20,774,856"
Blondie,"11,809,135","478,456",552,"13,208,088"
Zac Brown Band,"11,797,952","7,649",654,"11,797,952"
Manu Chao,"11,777,635","529,290",650,"11,777,635"
Tom Petty,"11,775,332","499,889",680,"12,072,427"
Silk Sonic,"11,774,857","540,119",373,"15,167,191"
Oliver Tree,"11,766,134","416,011",85,"33,995,315"
No Doubt,"11,764,081","453,652",688,"12,498,646"
$uicideboy$,"11,743,946","124,707",603,"12,765,583"
Capital Cities,"11,725,194","708,989",705,"12,192,879"
Kany García,"11,724,016","332,980",600,"13,949,342"
Jowell & Randy,"11,721,275","412,880",516,"13,905,356"
Sam Feldt,"11,719,750","442,288",435,"15,313,300"
Marc Anthony,"11,710,695","511,389",419,"14,118,563"
Lunay,"11,707,645","371,395",456,"15,718,665"
Shekhar Ravjiani,"11,707,441","457,094",392,"15,805,465"
Alvaro Diaz,"11,707,277","196,223",487,"16,168,880"
Omah Lay,"11,698,273","305,373",774,"11,853,184"
Bazzi,"11,695,570","390,737",428,"14,609,192"
New West,"11,688,755","394,036",421,"15,372,580"
Belinda,"11,674,363","444,200",585,"14,320,082"
Prashant Pandey,"11,660,260","388,122",764,"11,660,260"
NIKI,"11,642,529","390,135",581,"13,264,614"
ZZ Top,"11,634,185","456,503",644,"12,205,493"
Mc IG,"11,614,096","-76,395",640,"12,825,821"
The Temptations,"11,610,573","492,366",631,"13,625,814"
Juan Luis Guerra 4.40,"11,598,293","446,288",700,"11,707,765"
Lainey Wilson,"11,598,184","747,754",810,"11,598,184"
Deftones,"11,590,142","280,692",779,"11,594,896"
Matt Sassari,"11,587,235","556,765",722,"12,242,661"
Thomas Rhett,"11,583,005","307,262",666,"11,834,826"
Lionel Richie,"11,569,629","593,652",641,"11,623,824"
James Hype,"11,569,049","396,994",460,"13,541,656"
Yuvan Shankar Raja,"11,561,498","26,770",663,"11,685,127"
Timmy Trumpet,"11,550,191","362,329",648,"11,977,506"
Flume,"11,545,995","454,798",571,"13,480,342"
Tim McGraw,"11,537,213","1,214,841",790,"11,537,213"
Mahalini,"11,529,593","42,703",745,"11,584,568"
Calibre 50,"11,528,709","288,022",488,"12,843,859"
Jimmy Eat World,"11,513,651","462,707",679,"12,294,605"
Kansas,"11,499,764","372,118",646,"13,264,985"
Murilo Huff,"11,490,671","-4,118",623,"13,512,150"
A$AP Ferg,"11,489,606","372,387",585,"12,417,331"
Peggy Gou,"11,486,928","589,625",215,"23,511,011"
The Pussycat Dolls,"11,486,418","457,673",619,"12,415,359"
Chicago,"11,475,052","669,055",824,"11,475,052"
Normani,"11,455,404","463,712",521,"13,231,383"
James Blunt,"11,412,956","455,893",553,"12,564,967"
Norma Jean Martine,"11,400,138","360,843",575,"14,075,257"
Hombres G,"11,357,887","407,414",672,"12,324,071"
Dhruv,"11,354,329","322,824",795,"11,413,562"
Parampara Tandon,"11,353,471","455,383",433,"15,379,200"
MNEK,"11,352,317","409,710",451,"13,903,326"
Billy Idol,"11,346,181","480,660",628,"11,900,592"
Nikhita Gandhi,"11,330,239","502,952",485,"14,908,425"
LXNGVX,"11,318,799","395,594",794,"11,360,551"
Soulja Boy,"11,278,269","504,135",662,"12,235,739"
Yuridia,"11,276,099","327,058",569,"11,987,029"
Lin-Manuel Miranda,"11,272,604","394,744",532,"12,093,943"
Dynoro,"11,233,106","493,853",842,"11,233,106"
Natalia Lafourcade,"11,231,409","472,661",705,"12,102,198"
Korn,"11,229,448","295,861",683,"12,292,792"
Cults,"11,228,015","443,990",463,"13,266,271"
ILLIT,"11,218,033","250,101",420,"17,757,605"
Aitana,"11,212,098","350,408",411,"15,094,220"
Chris Lake,"11,204,372","416,831",833,"11,248,545"
Los Tucanes De Tijuana,"11,191,399","388,893",484,"14,566,004"
Sleepy Hallow,"11,186,188","266,425",717,"11,316,384"
aespa,"11,181,130","199,916",619,"13,566,253"
Simone Mendes,"11,175,640","23,224",535,"14,861,604"
Mario,"11,156,186","549,126",853,"11,156,186"
Jasiel Nuñez,"11,143,198","198,819",734,"11,810,820"
Will Smith,"11,142,409","470,723",819,"11,424,925"
BENNETT,"11,141,785","303,977",603,"13,437,506"
Cher,"11,135,513","497,427",217,"25,664,744"
Buffalo Springfield,"11,134,170","741,838",858,"11,134,170"
DENNIS,"11,126,399","448,017",432,"17,466,515"
Mon Laferte,"11,126,224","322,608",769,"11,157,522"
Avenged Sevenfold,"11,112,770","289,414",715,"12,268,247"
Kumar Sanu,"11,110,185","204,703",701,"11,235,120"
Bailey Zimmerman,"11,101,386","180,802",739,"11,564,754"
Portugal. The Man,"11,097,678","299,279",590,"13,890,092"
Ciara,"11,097,406","532,809",639,"11,923,846"
Busta Rhymes,"11,094,736","491,152",599,"13,099,883"
John Martin,"11,093,084","553,559",668,"11,535,835"
Asake,"11,092,786","437,360",868,"11,092,786"
Bad Gyal,"11,071,443","306,152",405,"16,628,326"
Sofiya Nzau,"11,066,332","377,177",839,"11,204,619"
Patrick Watson,"11,065,664","438,731",764,"11,280,143"
LE SSERAFIM,"11,064,053","232,044",476,"16,058,007"
HARDY,"11,048,452","582,379",873,"11,048,452"
Sid Sriram,"11,039,387","104,114",596,"12,482,616"
Alex Warren,"11,018,202","312,998",822,"11,199,277"
Oliver Heldens,"11,011,011","373,155",710,"11,011,011"
Mary J. Blige,"11,006,853","501,486",692,"12,144,051"
Father John Misty,"10,998,470","428,352",574,"13,624,258"
Mari Fernandez,"10,988,941","107,559",515,"14,086,116"
Jordan Davis,"10,983,313","266,733",689,"11,670,670"
Blur,"10,974,093","451,857",556,"12,999,306"
DNCE,"10,972,519","518,647",591,"12,178,319"
6ix9ine,"10,968,984","365,752",584,"12,167,814"
Tina Turner,"10,950,525","584,747",308,"19,164,105"
Sadhana Sargam,"10,949,343","453,624",742,"11,224,067"
Indila,"10,940,239","401,343",813,"11,185,834"
Edgardo Nuñez,"10,935,817","263,338",431,"16,906,197"
H.E.R.,"10,922,624","452,221",503,"13,009,255"
Prince,"10,910,198","565,422",630,"12,369,141"
Aya Nakamura,"10,902,465","296,370",734,"10,985,127"
Palak Muchhal,"10,899,651","389,268",867,"10,921,464"
Rita Ora,"10,895,011","409,556",350,"15,748,850"
Smash Mouth,"10,890,311","620,823",817,"11,323,052"
Disciples,"10,855,508","178,215",755,"11,871,137"
Omar Montes,"10,840,249","256,064",853,"10,898,127"
Luke Bryan,"10,830,743","280,688",601,"12,170,317"
Rod Stewart,"10,809,337","465,991",521,"15,047,871"
Cosculluela,"10,788,568","388,350",589,"13,488,513"
Lykke Li,"10,784,140","463,372",860,"10,784,140"
will.i.am,"10,780,410","467,368",566,"12,835,275"
Karthik,"10,779,045","115,678",796,"10,779,045"
Kailash Kher,"10,771,812","442,095",874,"10,771,812"
Marco Antonio Solís,"10,767,506","432,515",688,"11,404,211"
L7NNON,"10,767,306","142,260",583,"12,086,026"
Taiu,"10,764,114","245,540",449,"16,743,687"
Roy Orbison,"10,760,167","407,364",674,"12,770,696"
Ink,"10,752,595","384,299",875,"10,844,438"
Icona Pop,"10,752,115","461,992",597,"13,570,205"
Sin Bandera,"10,707,464","303,561",826,"10,835,403"
Sachet-Parampara,"10,701,217","533,389",793,"10,701,217"
Sixpence None The Richer,"10,689,912","445,387",899,"10,689,912"
Zac Efron,"10,683,025","477,842",810,"10,683,025"
Lyodra,"10,681,456","87,153",850,"10,681,456"
Jarabe De Palo,"10,679,662","383,669",902,"10,733,121"
Florida Georgia Line,"10,675,967","338,221",505,"13,886,025"
WIU,"10,660,631","49,083",701,"10,891,670"
Imogen Heap,"10,656,997","250,401",845,"11,188,643"
Mc Delux,"10,642,596","398,569",862,"10,901,851"
Haddaway,"10,640,106","701,436",843,"10,931,198"
Boza,"10,632,811","343,254",892,"10,644,065"
John Summit,"10,611,964","286,969",841,"11,263,759"
Edward Maya,"10,609,112","472,873",922,"10,609,112"
Snow Patrol,"10,598,687","476,199",783,"11,243,907"
The Marías,"10,594,169","439,380",827,"11,126,098"
FAST BOY,"10,584,487","316,491",541,"11,900,190"
Soft Cell,"10,581,993","341,963",883,"10,785,618"
Counting Crows,"10,558,129","466,026",734,"10,864,205"
bbno$,"10,552,546","307,934",721,"11,173,588"
Harris Jayaraj,"10,545,153","41,566",804,"10,566,943"
Haze,"10,543,230","455,035",865,"10,855,430"
Dan + Shay,"10,518,194","496,020",388,"18,547,976"
Maiara & Maraisa,"10,515,170","85,670",622,"11,811,374"
Santa Fe Klan,"10,506,469","322,206",576,"12,886,402"
Lithe,"10,503,497","256,076",819,"11,183,806"
Thundercat,"10,480,902","492,939",447,"14,506,297"
Lomiiel,"10,477,721","282,697",891,"10,644,759"
La Adictiva,"10,458,871","326,895",647,"11,844,888"
Riley Green,"10,457,194","224,106",851,"11,082,028"
Selena Gomez & The Scene,"10,456,902","497,523",525,"13,559,306"
Luck Ra,"10,449,191","291,815",923,"10,543,971"
Juicy Luicy,"10,442,540","20,730",864,"10,442,540"
Kausar Munir,"10,438,055","412,629",913,"10,438,055"
Iyaz,"10,433,294","263,558",676,"12,776,735"
AP Dhillon,"10,432,974","334,262",394,"16,784,298"
Carla Morrison,"10,417,783","491,614",565,"11,635,580"
Phoebe Bridgers,"10,394,638","389,356",776,"11,047,236"
Stormzy,"10,372,364","667,273",690,"10,986,282"
Birdy,"10,352,034","560,247",662,"11,832,939"
DMX,"10,349,858","363,797",615,"10,919,370"
Riton,"10,349,062","379,226",685,"11,432,336"
Rivo,"10,345,112","323,786",912,"10,530,227"
The Doobie Brothers,"10,339,444","286,699",706,"12,568,883"
Juan Gabriel,"10,332,789","403,636",777,"10,502,827"
The Verve,"10,325,001","513,004",928,"10,325,001"
America,"10,316,273","377,669",778,"10,669,855"
Nate Smith,"10,302,994","362,872",877,"10,302,994"
Masego,"10,275,922","454,804",733,"11,852,173"
